year,month,nino34_anom,oni
2010,9,-1.6,-1.5600000000000005
2010,10,-1.69,-1.6433333333333338
2010,11,-1.64,-1.6433333333333338
2010,12,-1.6,-1.593333333333334
2011,1,-1.54,-1.4166666666666672
2011,2,-1.11,-1.193333333333334
2011,3,-0.93,-0.9366666666666673
2011,4,-0.77,-0.7400000000000007
2011,5,-0.52,-0.5566666666666672
2011,6,-0.38,-0.44333333333333397
2011,7,-0.43,-0.48666666666666725
2011,8,-0.65,-0.6266666666666673
2011,9,-0.8,-0.8333333333333339
2011,10,-1.05,-1.0133333333333339
2011,11,-1.19,-1.1000000000000008
2011,12,-1.06,-1.0400000000000007
2012,1,-0.87,-0.8666666666666673
2012,2,-0.67,-0.7166666666666672
2012,3,-0.61,-0.5933333333333338
2012,4,-0.5,-0.47666666666666724
2012,5,-0.32,-0.2666666666666673
2012,6,0.02,-0.016666666666667256
2012,7,0.25,0.24666666666666606
2012,8,0.47,0.3666666666666661
2012,9,0.38,0.3699999999999994
2012,10,0.26,0.2666666666666661
2012,11,0.16,0.05666666666666609
2012,12,-0.25,-0.20666666666666725
2013,1,-0.53,-0.43333333333333396
2013,2,-0.52,-0.43333333333333396
2013,3,-0.25,-0.3400000000000006
2013,4,-0.25,-0.3000000000000006
2013,5,-0.4,-0.3566666666666673
2013,6,-0.42,-0.40333333333333393
2013,7,-0.39,-0.3966666666666672
2013,8,-0.38,-0.31666666666666726
2013,9,-0.18,-0.2533333333333339
2013,10,-0.2,-0.17333333333333392
2013,11,-0.14,-0.1700000000000006
2013,12,-0.17,-0.2666666666666673
2014,1,-0.49,-0.4266666666666672
2014,2,-0.62,-0.463333333333334
2014,3,-0.28,-0.2733333333333339
2014,4,0.08,0.039999999999999446
2014,5,0.32,0.20999999999999944
2014,6,0.23,0.1633333333333328
2014,7,-0.06,0.046666666666666114
2014,8,-0.03,0.06666666666666611
2014,9,0.29,0.2333333333333328
2014,10,0.44,0.4933333333333328
2014,11,0.75,0.6333333333333327
2014,12,0.71,0.6566666666666662
2015,1,0.51,0.5466666666666661
2015,2,0.42,0.4666666666666661
2015,3,0.47,0.5299999999999995
2015,4,0.7,0.6966666666666662
2015,5,0.92,0.9333333333333327
2015,6,1.18,1.1866666666666659
2015,7,1.46,1.5233333333333328
2015,8,1.93,1.866666666666666
2015,9,2.21,2.166666666666666
2015,10,2.36,2.4299999999999997
2015,11,2.72,2.5799999999999996
2015,12,2.66,2.65
2016,1,2.57,2.496666666666666
2016,2,2.26,2.1499999999999995
2016,3,1.62,1.596666666666666
2016,4,0.91,0.9433333333333329
2016,5,0.3,0.39333333333333287
2016,6,-0.03,-0.07000000000000044
2016,7,-0.48,-0.36333333333333373
2016,8,-0.58,-0.5466666666666671
2016,9,-0.58,-0.6333333333333337
2016,10,-0.74,-0.6933333333333337
2016,11,-0.76,-0.6666666666666671
2016,12,-0.5,-0.5633333333333338
2017,1,-0.43,-0.3366666666666671
2017,2,-0.08,-0.16000000000000045
2017,3,0.03,0.05666666666666622
2017,4,0.22,0.20666666666666622
2017,5,0.37,0.30999999999999955
2017,6,0.34,0.31999999999999956
2017,7,0.25,0.1433333333333329
2017,8,-0.16,-0.11333333333333379
2017,9,-0.43,-0.3833333333333338
2017,10,-0.56,-0.6533333333333338
2017,11,-0.97,-0.836666666666667
2017,12,-0.98,-0.976666666666667
2018,1,-0.98,-0.9133333333333339
2018,2,-0.78,-0.8533333333333338
2018,3,-0.8,-0.6966666666666672
2018,4,-0.51,-0.5033333333333337
2018,5,-0.2,-0.2233333333333338
2018,6,0.04,-0.01333333333333378
2018,7,0.12,0.08333333333333288
2018,8,0.09,0.2266666666666662
2018,9,0.47,0.4866666666666662
2018,10,0.9,0.7566666666666663
2018,11,0.9,0.8966666666666662
2018,12,0.89,0.8133333333333329
2019,1,0.65,0.7499999999999996
2019,2,0.71,0.7233333333333328
2019,3,0.81,0.7133333333333329
2019,4,0.62,0.6599999999999996
2019,5,0.55,0.5399999999999995
2019,6,0.45,0.44999999999999957
2019,7,0.35,0.2799999999999995
2019,8,0.04,0.13999999999999954
2019,9,0.03,0.1833333333333329
2019,10,0.48,0.3433333333333329
2019,11,0.52,0.5066666666666663
2019,12,0.52,0.5466666666666663
2020,1,0.6,0.4966666666666663
2020,2,0.37,0.48333333333333295
2020,3,0.48,0.4033333333333329
2020,4,0.36,0.18999999999999959
2020,5,-0.27,-0.08333333333333376
2020,6,-0.34,-0.30333333333333373
2020,7,-0.3,-0.41000000000000036
2020,8,-0.59,-0.5733333333333337
2020,9,-0.83,-0.8933333333333336
2020,10,-1.26,-1.1700000000000004
2020,11,-1.42,-1.276666666666667
2020,12,-1.15,-1.1900000000000004
2021,1,-1.0,-1.0500000000000005
2021,2,-1.0,-0.9333333333333339
2021,3,-0.8,-0.8400000000000004
2021,4,-0.72,-0.6600000000000005
2021,5,-0.46,-0.4866666666666671
2021,6,-0.28,-0.37666666666666715
2021,7,-0.39,-0.4000000000000005
2021,8,-0.53,-0.4900000000000005
2021,9,-0.55,-0.6733333333333338
2021,10,-0.94,-0.8100000000000005
2021,11,-0.94,-0.9800000000000004
2021,12,-1.06,-0.9800000000000004
2022,1,-0.94,-0.9633333333333338
2022,2,-0.89,-0.9333333333333337
2022,3,-0.97,-0.9900000000000005
2022,4,-1.11,-1.0633333333333337
2022,5,-1.11,-0.9900000000000005
2022,6,-0.75,-0.8500000000000005
2022,7,-0.69,-0.8033333333333337
2022,8,-0.97,-0.9100000000000005
2022,9,-1.07,-1.0100000000000005
2022,10,-0.99,-0.9866666666666672
2022,11,-0.9,-0.9133333333333337
2022,12,-0.85,-0.8233333333333338
2023,1,-0.72,-0.6766666666666672
2023,2,-0.46,-0.43000000000000044
2023,3,-0.11,-0.14333333333333378
2023,4,0.14,0.16333333333333291
2023,5,0.46,0.47999999999999954
2023,6,0.84,0.7733333333333329
2023,7,1.02,1.0699999999999996
2023,8,1.35,1.323333333333333
2023,9,1.6,1.5566666666666664
2023,10,1.72,1.7799999999999994
2023,11,2.02,1.9233333333333327
2023,12,2.03,1.953333333333333
2024,1,1.81,1.786666666666666
2024,2,1.52,1.4866666666666661
2024,3,1.13,1.1399999999999995
2024,4,0.77,0.7099999999999994
2024,5,0.23,0.3899999999999994
2024,6,0.17,0.14666666666666608
2024,7,0.04,0.029999999999999416
2024,8,-0.12,-0.11333333333333391
2024,9,-0.26,-0.21666666666666723
2024,10,-0.27,-0.2600000000000006
2024,11,-0.25,-0.3733333333333339
2024,12,-0.6,-0.5300000000000006
2025,1,-0.74,-0.5900000000000005
2025,2,-0.43,-0.3866666666666672
2025,3,0.01,-0.1866666666666672
2025,4,-0.14,-0.08666666666666722
2025,5,-0.13,-0.1133333333333339
2025,6,-0.07,-0.1133333333333339
2025,7,-0.14,-0.19000000000000053
2025,8,-0.36,-0.32333333333333386
2025,9,-0.47,-0.44333333333333386
2025,10,-0.5,-0.5566666666666672
2025,11,-0.7,-0.6200000000000006
2025,12,-0.66,-0.6800000000000008
