epoch,step,train_loss,val_loss,val_mae
0,2,,1.8379780054092407,1.2761327028274536
1,5,,1.835239052772522,1.2734696865081787
2,8,,1.8258613348007202,1.2688071727752686
3,11,,1.8029148578643799,1.258219838142395
4,14,,1.7600014209747314,1.240240216255188
5,17,,1.699903130531311,1.2159110307693481
6,20,,1.5103145837783813,1.126196026802063
7,23,,1.2864006757736206,1.0180376768112183
8,26,,1.2860839366912842,1.0287292003631592
9,29,,1.0637376308441162,0.9142921566963196
10,32,,1.208245873451233,1.0169999599456787
11,35,,1.3021451234817505,1.0708303451538086
12,38,,1.1575510501861572,0.9989309310913086
13,41,,0.9850825071334839,0.87724769115448
14,44,,0.9444209933280945,0.856270432472229
15,47,,0.9899955987930298,0.9194000363349915
16,49,0.6620821356773376,,
16,50,,1.0187973976135254,0.9517275094985962
17,53,,0.9672366380691528,0.9233766794204712
18,56,,0.9304954409599304,0.9121361970901489
19,59,,0.8646103143692017,0.8730055689811707
20,62,,0.7733142971992493,0.818489670753479
21,65,,0.7499909400939941,0.8164365887641907
22,68,,0.7599934339523315,0.8269095420837402
23,71,,0.6979870200157166,0.7895153760910034
24,74,,0.7044256925582886,0.7928662896156311
25,77,,0.7218329310417175,0.8054324388504028
26,80,,0.6881651878356934,0.7813065052032471
27,83,,0.6374848484992981,0.7462270259857178
28,86,,0.6147804260253906,0.7251380681991577
29,89,,0.5771346092224121,0.6953529119491577
30,92,,0.5383738875389099,0.6729304790496826
31,95,,0.5387794375419617,0.6779800653457642
32,98,,0.5216835737228394,0.6644507050514221
33,99,0.23638345301151276,,
33,101,,0.5170609354972839,0.664226233959198
34,104,,0.5174174308776855,0.6482545137405396
35,107,,0.5164007544517517,0.6489916443824768
36,110,,0.5559549927711487,0.6908473372459412
37,113,,0.6178556680679321,0.7360711097717285
38,116,,0.5808914303779602,0.6997629404067993
39,119,,0.5833989977836609,0.7062917351722717
40,122,,0.589602530002594,0.7178322076797485
41,125,,0.593339204788208,0.718731164932251
42,128,,0.5884835720062256,0.7182851433753967
43,131,,0.6046600341796875,0.7382520437240601
44,134,,0.5796143412590027,0.7191369533538818
45,137,,0.5159689784049988,0.6709495782852173
46,140,,0.4857460558414459,0.6513782143592834
47,143,,0.48748692870140076,0.6523230075836182
48,146,,0.5062338709831238,0.6688315272331238
49,149,0.3673412799835205,,
49,149,,0.5373103618621826,0.6933155655860901
