epoch,step,train_loss,val_loss,val_mae
0,49,0.07854373753070831,,
0,99,0.06400980800390244,,
0,149,0.08756806701421738,,
0,199,0.047218676656484604,,
0,249,0.1786370426416397,,
0,299,0.10581100732088089,,
0,349,0.06407230347394943,,
0,399,0.11378878355026245,,
0,449,0.08614330738782883,,
0,499,0.05373317748308182,,
0,549,0.05966808274388313,,
0,595,,0.09936636686325073,0.23003903031349182
1,599,0.21809029579162598,,
1,649,0.11459468305110931,,
1,699,0.11016834527254105,,
1,749,0.14589625597000122,,
1,799,0.07000307738780975,,
1,849,0.05964463949203491,,
1,899,0.0678529143333435,,
1,949,0.1365230679512024,,
1,999,0.07836905121803284,,
1,1049,0.059096820652484894,,
1,1099,0.05534282326698303,,
1,1149,0.0642927810549736,,
1,1191,,0.06764065474271774,0.185598686337471
2,1199,0.05792919546365738,,
2,1249,0.08505504578351974,,
2,1299,0.09166441857814789,,
2,1349,0.041670236736536026,,
2,1399,0.05639287084341049,,
2,1449,0.08619990199804306,,
2,1499,0.09980617463588715,,
2,1549,0.1259344071149826,,
2,1599,0.12794186174869537,,
2,1649,0.057807378470897675,,
2,1699,0.06732708215713501,,
2,1749,0.07330842316150665,,
2,1787,,0.07297494262456894,0.1970682144165039
