epoch,step,train_loss,val_loss,val_mae
0,2,,1.8277336359024048,1.2761411666870117
1,5,,1.8235676288604736,1.271872878074646
2,8,,1.809683084487915,1.262516736984253
3,11,,1.768502950668335,1.2417733669281006
4,14,,1.6766798496246338,1.2013567686080933
5,17,,1.4988240003585815,1.1233956813812256
6,20,,1.431628942489624,1.0958940982818604
7,23,,1.4204236268997192,1.0945100784301758
8,26,,1.3547066450119019,1.0661526918411255
9,29,,1.3684680461883545,1.0737428665161133
10,32,,1.3778928518295288,1.0822490453720093
11,35,,1.3123900890350342,1.0586336851119995
12,38,,1.2852543592453003,1.04702627658844
13,41,,1.2653495073318481,1.0456891059875488
14,44,,1.030191421508789,0.9422758221626282
15,47,,0.9401327967643738,0.899507999420166
16,49,0.6255801916122437,,
16,50,,0.814205527305603,0.8181622624397278
17,53,,0.7805521488189697,0.8072441220283508
18,56,,0.7889825105667114,0.825942873954773
19,59,,0.7862230539321899,0.8229128122329712
20,62,,0.683108925819397,0.7632468938827515
21,65,,0.6460726261138916,0.7381686568260193
22,68,,0.6650623083114624,0.765532374382019
23,71,,0.6414400339126587,0.7461802959442139
24,74,,0.5511283874511719,0.669400691986084
25,77,,0.5298963189125061,0.6587994694709778
26,80,,0.5782251954078674,0.6857496500015259
27,83,,0.623185932636261,0.7091335654258728
28,86,,0.603880763053894,0.7026357650756836
29,89,,0.6016274690628052,0.7056823372840881
30,92,,0.5202973484992981,0.6511372923851013
31,95,,0.47049441933631897,0.6176179051399231
32,98,,0.4783787131309509,0.6251792907714844
33,99,0.23396223783493042,,
33,101,,0.4815186560153961,0.6183724403381348
34,104,,0.43957358598709106,0.5760726928710938
35,107,,0.42108258605003357,0.5713222026824951
36,110,,0.4291345477104187,0.5899618864059448
37,113,,0.4001200795173645,0.5681217312812805
38,116,,0.3601374328136444,0.5248371362686157
39,119,,0.3532659411430359,0.4990837574005127
40,122,,0.3307403028011322,0.49116986989974976
41,125,,0.32506969571113586,0.48857879638671875
42,128,,0.3530329167842865,0.5261879563331604
43,131,,0.33970946073532104,0.5151755213737488
44,134,,0.332975834608078,0.504690408706665
45,137,,0.36307889223098755,0.5366532802581787
46,140,,0.3749098777770996,0.541224479675293
47,143,,0.36292850971221924,0.5231233835220337
48,146,,0.3517036736011505,0.5136111974716187
49,149,0.18482407927513123,,
49,149,,0.3353440463542938,0.5083874464035034
